game,reviewer_rating,positivity_ratio,first_release_date,binned_developer,genre,themes,modes
Might & Magic: Clash of Heroes,8.0,5.55,2009,2-4 Appearances,Puzzle,Fantasy,
Company of Heroes 3,5.0,1.1,2023,Relic Entertainment,Real Time Strategy (RTS),Action,
Costume Quest,8.0,14.09,2010,Double Fine Productions,Role-playing (RPG),Action,
Romance of the Three Kingdoms XIII,5.0,1.22,2016,KOEI TECMO GAMES CO. LTD.,Simulator,Action,
King's Bounty II,5.0,1.72,2021,Single Appearance,Role-playing (RPG),Fantasy,
Gears Tactics,6.0,3.08,2020,Single Appearance,Strategy,Action,
Sid Meier's Starships,5.0,0.97,2015,Firaxis Games,Strategy,Science fiction,
Worms World Party Remastered,5.0,1.06,2015,Team17 Digital Ltd,Strategy,Action,
Sheltered 2,5.0,0.94,2021,Single Appearance,Role-playing (RPG),Survival,
Tactics Ogre: Reborn,6.0,3.19,2022,Square Enix,Role-playing (RPG),Action,
Children of Zodiarcs,6.0,2.48,2017,Single Appearance,Role-playing (RPG),Fantasy,
Shattered Union,5.0,1.0,2005,2-4 Appearances,Strategy,Fantasy,
Call to Power II,5.0,1.87,2000,2-4 Appearances,Strategy,Science fiction,
Ukraine Defense Force Tactics,8.0,65.0,2022,2-4 Appearances,Strategy,Warfare,
The Survivalists,6.0,3.15,2020,2-4 Appearances,Role-playing (RPG),Action,
Toukiden 2,6.0,3.89,2016,KOEI TECMO GAMES CO. LTD.,Role-playing (RPG),Action,
Toukiden: Kiwami,5.0,2.11,2014,KOEI TECMO GAMES CO. LTD.,Role-playing (RPG),Action,
Fractured Online,5.0,0.68,2021,Single Appearance,Role-playing (RPG),Action,
Lost Region,4.0,0.4,0,Single Appearance,Shooter,Action,
Trove,8.0,4.14,2015,Single Appearance,Platform,Action,
Jurassic World Evolution,8.0,6.53,2018,Frontier Developments,Simulator,Action,
Planet Coaster,8.0,10.65,2016,Frontier Developments,Simulator,Action,
Nioh: Complete Edition,8.0,4.09,2017,KOEI TECMO GAMES CO. LTD.,Role-playing (RPG),Action,
Digimon Masters Online,5.0,2.09,2016,2-4 Appearances,Role-playing (RPG),Action,
Elsword,6.0,2.93,2019,2-4 Appearances,Role-playing (RPG),Action,
Elsword,6.0,2.93,2010,2-4 Appearances,Role-playing (RPG),Action,
Two Point Hospital,8.0,11.0,2018,2-4 Appearances,Simulator,Comedy,
Sherlock Holmes: The Devil's Daughter,6.0,3.88,2016,Frogwares,Puzzle,Action,
Modern Combat Versus,5.0,1.86,2017,Gameloft,Shooter,Action,
KartRider: Drift,6.0,2.71,2023,Single Appearance,Racing,Action,
Iron Harvest,6.0,2.6,2020,KING Art,Real Time Strategy (RTS),Action,
Mabinogi,6.0,2.93,2004,Single Appearance,Role-playing (RPG),Action,
Pinball FX3,8.0,7.17,2017,Zen Studios,Simulator,Fantasy,
Sonic Mania,8.0,14.14,2017,Single Appearance,Platform,Action,
Phoenix Wright: Ace Attorney Trilogy,9.0,40.09,2014,CAPCOM Co. Ltd.,Puzzle,Comedy,
Phoenix Wright: Ace Attorney Trilogy,9.0,40.09,2019,CAPCOM Co. Ltd.,Simulator,Comedy,
Fallout 4 VR,5.0,1.62,2017,Bethesda Game Studios,Role-playing (RPG),Science fiction,
Broken Age,8.0,5.09,2014,Double Fine Productions,Point-and-click,Fantasy,
Rock of Ages,8.0,11.04,2011,ACE Team,Racing,Action,
Unpacking,8.0,12.37,2018,2-4 Appearances,Simulator,Kids,
Unpacking,8.0,12.37,2021,2-4 Appearances,Point-and-click,Drama,
Bus Simulator 16,5.0,2.32,2016,2-4 Appearances,Racing,Open world,
The Room Two,9.0,43.89,2013,Fireproof Games,Point-and-click,Fantasy,
Madden NFL 22,5.0,1.12,2021,2-4 Appearances,Simulator,Action,
Madden NFL 22,5.0,1.12,2021,2-4 Appearances,Sport,Non-fiction,
Stacking,8.0,8.1,2011,Double Fine Productions,Puzzle,Historical,
Lara Croft GO,8.0,12.05,2015,Single Appearance,Puzzle,Action,
Grow Home,8.0,10.84,2015,2-4 Appearances,Platform,Science fiction,
Dead Rising 4,5.0,1.27,2016,Single Appearance,Shooter,Action,
Happy Room,8.0,8.95,2016,Single Appearance,Simulator,Action,
Fiesta Online NA,5.0,1.47,2014,Single Appearance,Role-playing (RPG),Action,
Circuit Superstars,8.0,6.87,2021,Single Appearance,Racing,Action,
Rubber Bandits,8.0,6.99,2021,2-4 Appearances,Fighting,Action,
Tooth and Tail,8.0,4.01,2017,Single Appearance,Real Time Strategy (RTS),Action,
The Cave,8.0,6.89,2012,Double Fine Productions,Platform,Action,
Construction Simulator,8.0,4.19,2022,Single Appearance,Simulator,Business,
Yoku's Island Express,9.0,24.92,2018,Single Appearance,Platform,Action,
Quantum Conundrum,8.0,5.41,2012,Single Appearance,Platform,Action,
Mighty No. 9,5.0,1.0,2016,Single Appearance,Shooter,Action,
Soviet Jump Game,8.0,4.77,2020,Single Appearance,Platform,Action,
Carto,9.0,34.18,2020,Single Appearance,Puzzle,Kids,
Overcooked! All You Can Eat,6.0,2.4,2020,2-4 Appearances,Simulator,Comedy,
Call of Duty: United Offensive,8.0,7.09,2004,2-4 Appearances,Shooter,Action,
Two Point Campus,8.0,6.53,2022,2-4 Appearances,Simulator,Action,
Grow Up,8.0,10.66,2016,2-4 Appearances,Platform,Action,
Worms Rumble,5.0,1.68,2020,2-4 Appearances,Shooter,Action,
Treasure Hunter Simulator,5.0,1.37,2018,2-4 Appearances,Simulator,Sandbox,
Atelier Ryza 2: Lost Legends & the Secret Fairy,8.0,10.0,2021,KOEI TECMO GAMES CO. LTD.,Role-playing (RPG),Fantasy,
CastleStorm,8.0,8.09,2013,Zen Studios,Shooter,Action,
Pentiment,9.0,21.83,2022,Obsidian Entertainment,Role-playing (RPG),Historical,
Umbrella Corps,4.0,0.42,2016,Single Appearance,Shooter,Action,
Moving Out,6.0,3.7,2020,2-4 Appearances,Simulator,Action,
Weed Shop 3,8.0,16.64,2021,Single Appearance,Simulator,Business,
Choppa,6.0,3.28,2016,Single Appearance,Indie,Action,
Costume Quest 2,8.0,7.79,2014,Double Fine Productions,Role-playing (RPG),Action,
Hokko Life,6.0,2.34,2021,Single Appearance,Role-playing (RPG),Fantasy,
Puyo Puyo Champions,8.0,4.03,2018,Sonic Team,Puzzle,Action,
Rainbow Snake,6.0,2.73,2017,RandomSpin,Arcade,Action,
Kalimba,8.0,14.52,2014,2-4 Appearances,Platform,Action,
Flight Control HD,8.0,11.56,2010,Single Appearance,Puzzle,Action,
Neverout,5.0,1.62,2017,2-4 Appearances,Puzzle,Action,
Lucid,6.0,3.28,0,Single Appearance,Platform,Action,
Before We Leave,6.0,3.86,2020,Single Appearance,Simulator,Science fiction,
Heavy Weapon Deluxe,8.0,4.7,2006,2-4 Appearances,Shooter,Action,
Unstoppable Gorg,6.0,3.48,2012,2-4 Appearances,Strategy,Action,
Disneyland Adventures,8.0,9.37,2011,Frontier Developments,Adventure,Fantasy,
LostWinds,8.0,4.33,2008,Frontier Developments,Puzzle,Action,
Weedcraft Inc,8.0,4.42,2019,Vile Monarch,Simulator,Business,
Just Dance 2017,6.0,3.73,2016,Single Appearance,Music,Comedy,
Automachef,6.0,2.52,2019,Single Appearance,Puzzle,Comedy,
Plane Mechanic Simulator,5.0,1.67,2019,Single Appearance,Simulator,Warfare,
Dracula: Origin,5.0,2.13,2008,Frogwares,Point-and-click,Horror,
Typer Shark! Deluxe,8.0,5.49,2006,2-4 Appearances,Adventure,Educational,
Tile Cities,8.0,21.74,2022,2-4 Appearances,Strategy,Sandbox,
Sherlock Holmes and The Hound of The Baskervilles,8.0,6.59,2012,2-4 Appearances,Point-and-click,Horror,
AntVentor,8.0,4.83,2018,Single Appearance,Point-and-click,Comedy,
Dracula: Love Kills,6.0,3.49,2013,2-4 Appearances,Point-and-click,Horror,
Weed Shop 2,8.0,6.29,2017,Single Appearance,Simulator,Business,
Atelier Ryza 3: Alchemist of the End & the Secret Key,8.0,13.41,2023,KOEI TECMO GAMES CO. LTD.,Role-playing (RPG),Fantasy,
Tools Up!,6.0,3.44,2019,2-4 Appearances,Simulator,Action,
Everyday Shooter,8.0,14.14,2006,Single Appearance,Shooter,Action,
Everybody's Gone to the Rapture,5.0,2.27,2015,2-4 Appearances,Adventure,Science fiction,
The Big Journey,8.0,7.08,2017,Single Appearance,Platform,Action,
Struggling,8.0,6.18,2020,Single Appearance,Platform,Action,
Fly in the House,5.0,1.0,2015,Mykhail Konokh,Simulator,Action,
Hammer Heads Deluxe,8.0,7.14,2006,2-4 Appearances,Arcade,Action,
Infinite Minigolf,6.0,3.1,2016,Zen Studios,Simulator,Science fiction,
Lumberhill,8.0,4.33,2021,Single Appearance,Simulator,Action,
Demonlisher,5.0,0.93,2004,Single Appearance,Shooter,Action,
Zen of Sudoku,8.0,7.31,2006,Unknown Worlds Entertainment,Puzzle,Educational,
Journey to the Center of the Earth,5.0,0.76,1988,Frogwares,Simulator,Action,
Leisure Town,5.0,0.62,2018,Single Appearance,Indie,Open world,
Zombie Pirates,5.0,1.5,2010,Single Appearance,Strategy,Fantasy,
Disney Fairies: Tinker Bell's Adventure,5.0,1.04,2014,Single Appearance,Adventure,Fantasy,
The Clockwork Man,5.0,1.24,2011,Single Appearance,Point-and-click,Fantasy,
Virtual Villagers: A New Home,8.0,6.33,2006,2-4 Appearances,Simulator,Party,
Virtual Villagers: A New Home,8.0,6.33,2006,2-4 Appearances,Simulator,Party,
Gerda: A Flame in Winter,8.0,96.0,2022,2-4 Appearances,Role-playing (RPG),Historical,
Biozone,4.0,0.24,2010,Single Appearance,Adventure,Action,
Vegas Party,3.0,0.09,2017,Single Appearance,Puzzle,Non-fiction,
Luxor 2,5.0,0.7,2006,MumboJumbo,Shooter,Action,
Orbital Racer,5.0,0.77,2017,Single Appearance,Racing,Action,
Sonic Colors: Ultimate,6.0,2.4,2021,Single Appearance,Platform,Action,
Let's Sing 2019,4.0,0.48,2018,Single Appearance,Music,Party,
Galactic Bowling,4.0,0.5,2008,Single Appearance,Sport,Science fiction,
Oh My Godheads,5.0,0.73,2017,Single Appearance,Fighting,Action,
Poker Show VR,5.0,0.83,2017,Single Appearance,Indie,Erotic,
Along Together,7.0,7.33,2018,2-4 Appearances,Puzzle,Fantasy,
No King No Kingdom VR,5.0,1.89,0,2-4 Appearances,Simulator,Action,
Peppa Pig: World Adventures,7.0,4.25,2023,2-4 Appearances,Platform,Kids,
Traffic Jams,6.0,3.29,2021,Single Appearance,Simulator,Action,
Best Forklift Operator,8.0,4.81,2022,Single Appearance,Racing,Business,
Carnival Games,4.0,0.27,2007,2-4 Appearances,Strategy,Action,
Carnival Games,4.0,0.27,2018,2-4 Appearances,Arcade,Kids,
Kuros,7.0,5.5,2009,Single Appearance,Shooter,Action,
Rival Rides,7.0,9.0,0,Single Appearance,Racing,Action,
F.E.A.R. 2: Project Origin,8.0,6.1,2009,Single Appearance,Shooter,Action,
Psychonauts 2,9.0,35.96,2021,Double Fine Productions,Platform,Action,
Resident Evil 4,9.0,39.28,2011,CAPCOM Co. Ltd.,Shooter,Action,
Resident Evil 4,9.0,39.28,2023,CAPCOM Co. Ltd.,Shooter,Action,
Resident Evil 4,9.0,39.28,2005,CAPCOM Co. Ltd.,Shooter,Action,
Resident Evil 4,9.0,39.28,2005,CAPCOM Co. Ltd.,Shooter,Action,
Fallout 76,6.0,2.61,2018,Bethesda Game Studios,Shooter,Action,
Mortal Kombat X,8.0,5.2,2015,Single Appearance,Fighting,Action,
Hellblade: Senua's Sacrifice,8.0,10.24,2017,2-4 Appearances,Hack and slash/Beat 'em up,Action,
Vindictus,5.0,2.23,2010,Single Appearance,Role-playing (RPG),Action,
Resident Evil 5,8.0,6.97,2009,Capcom,Shooter,Action,
The Evil Within,8.0,5.72,2014,2-4 Appearances,Shooter,Action,
Green Hell,8.0,6.6,2019,Single Appearance,Simulator,Action,
Back 4 Blood,5.0,1.89,2021,2-4 Appearances,Shooter,Action,
Quantum Break,8.0,5.9,2016,2-4 Appearances,Shooter,Action,
Zombie Army Trilogy,8.0,6.95,2015,Rebellion,Shooter,Action,
F.E.A.R.,8.0,15.48,2005,2-4 Appearances,Shooter,Action,
F.E.A.R.,8.0,15.48,2006,2-4 Appearances,Shooter,Action,
Blasphemous,8.0,9.26,2019,2-4 Appearances,Platform,Action,
Wizard101,8.0,4.36,2008,Single Appearance,Role-playing (RPG),Fantasy,
Fallout 3,6.0,3.96,2008,Bethesda Game Studios,Shooter,Action,
We Happy Few,6.0,3.24,2018,Single Appearance,Shooter,Action,
A Hat in Time,9.0,48.86,2017,Single Appearance,Platform,Action,
Deadlight,6.0,3.74,2012,Single Appearance,Platform,Action,
Resident Evil 0,8.0,4.92,2016,CAPCOM Co. Ltd.,Shooter,Action,
Zombie Army 4: Dead War,8.0,5.56,2020,Rebellion,Shooter,Action,
Blair Witch,6.0,3.57,2019,2-4 Appearances,Adventure,Action,
Oxenfree,8.0,12.21,2016,2-4 Appearances,Role-playing (RPG),Fantasy,
Alien Breed 2: Assault,5.0,2.17,2010,Team17 Digital Ltd,Shooter,Action,
Strange Brigade,8.0,5.64,2018,Rebellion,Shooter,Action,
Alien Breed: Impact,6.0,2.8,2009,Single Appearance,Shooter,Action,
Grim Fandango Remastered,8.0,9.52,2015,Double Fine Productions,Point-and-click,Comedy,
Osiris: New Dawn,5.0,1.26,2016,Single Appearance,Role-playing (RPG),Action,
Resident Evil Re:Verse,4.0,0.56,2022,CAPCOM Co. Ltd.,Shooter,Action,
Receiver 2,8.0,10.79,2020,2-4 Appearances,Shooter,Action,
Atelier Ryza: Ever Darkness & the Secret Hideout,8.0,6.7,2019,KOEI TECMO GAMES CO. LTD.,Role-playing (RPG),Fantasy,
Dead Rising 2: Off the Record,6.0,3.77,2011,Single Appearance,Hack and slash/Beat 'em up,Action,
Void Bastards,8.0,6.27,2019,Single Appearance,Shooter,Action,
WWE 2K22,6.0,2.75,2022,Visual Concepts,Fighting,Action,
Arx Fatalis,8.0,6.89,2002,Arkane Studios,Puzzle,Action,
The Room Three,9.0,26.9,2015,Fireproof Games,Point-and-click,Fantasy,
Manhunt,5.0,2.33,2003,Rockstar North,Shooter,Action,
Mega Man Legacy Collection,8.0,6.42,2015,Capcom,Shooter,Action,
The Medium,8.0,7.92,2021,2-4 Appearances,Adventure,Action,
Blood Omen 2: Legacy of Kain,5.0,2.07,2002,empty string,Adventure,Action,
I Am Alive,5.0,2.08,2012,Single Appearance,Platform,Action,
Alien Breed 3: Descent,6.0,2.67,2010,Team17 Digital Ltd,Shooter,Action,
Thymesia,8.0,6.11,2022,Single Appearance,Role-playing (RPG),Action,
Madden NFL 23,5.0,0.94,2022,2-4 Appearances,Sport,Non-fiction,
Killer Instinct,8.0,11.09,1995,Iron Galaxy,Fighting,Action,
Killer Instinct,8.0,11.09,2013,Iron Galaxy,Fighting,Action,
Killer Instinct,8.0,11.09,1997,Iron Galaxy,Shooter,Action,
Killer Instinct,8.0,11.09,1994,Iron Galaxy,Fighting,Action,
Sea of Solitude,8.0,5.28,2019,Single Appearance,Adventure,Action,
Painkiller: Resurrection,4.0,0.36,2009,Single Appearance,Shooter,Action,
The Room VR: A Dark Matter,9.0,40.72,2020,Fireproof Games,Puzzle,Mystery,
Ghost Song,8.0,6.13,2022,Single Appearance,Platform,Action,
Onimusha: Warlords,8.0,14.43,2001,2-4 Appearances,Hack and slash/Beat 'em up,Action,
Onimusha: Warlords,8.0,14.43,2019,2-4 Appearances,Role-playing (RPG),Action,
Phantasmagoria,8.0,6.5,1995,2-4 Appearances,Point-and-click,Horror,
Rogue Warrior,5.0,2.03,2009,Rebellion,Shooter,Action,
Lust for Darkness,5.0,2.12,2018,Single Appearance,Puzzle,Action,
Heretic: Shadow of the Serpent Riders,8.0,16.3,1996,Raven Software,Shooter,Action,
Tokyo Dark,8.0,6.04,2017,Single Appearance,Point-and-click,Horror,
Dark Sector,8.0,4.03,2008,2-4 Appearances,Shooter,Action,
The Escapists: The Walking Dead,5.0,1.84,2015,Team17 Digital Ltd,Puzzle,Action,
Vampire: The Masquerade - Redemption,8.0,6.98,2000,Single Appearance,Role-playing (RPG),Action,
Obscuritas,5.0,1.68,2016,VIS-Games,Puzzle,Fantasy,
Disney Universe,8.0,4.82,2011,Eurocom,Platform,Action,
Dark Places,5.0,1.25,2019,Single Appearance,Simulator,Action,
Disney's Hercules,8.0,7.44,1997,Single Appearance,Platform,Action,
Westworld Awakening,8.0,4.62,2019,Survios,Adventure,Action,
Zombies Ate My Neighbors and Ghoul Patrol,5.0,1.3,2021,Single Appearance,Shooter,Action,
Dread Nautical,6.0,2.75,2019,Zen Studios,Role-playing (RPG),Action,
Blair Witch VR,5.0,2.15,2021,2-4 Appearances,Adventure,Horror,
Dolmen,5.0,1.49,2022,Single Appearance,Role-playing (RPG),Action,
Layers of Fear VR,6.0,2.6,2019,2-4 Appearances,Adventure,Horror,
Wolfenstein: Youngblood,5.0,0.82,2019,2-4 Appearances,Shooter,Action,
The Elder Scrolls V: Skyrim VR,6.0,3.1,2017,Bethesda Game Studios,Role-playing (RPG),Action,
Sunset Overdrive,8.0,9.13,2014,2-4 Appearances,Shooter,Action,
Sonic Forces,5.0,1.56,2017,Sonic Team,Platform,Action,
Sonic Lost World,5.0,1.66,2013,Sonic Team,Platform,Action,
Sonic Lost World,5.0,1.66,2013,Sonic Team,Platform,Action,
Agents of Mayhem,5.0,1.45,2017,Single Appearance,Shooter,Action,
Offensive Combat: Redux!,5.0,1.46,2017,Single Appearance,Shooter,Action,
SourceWorlds,6.0,2.8,0,Single Appearance,Adventure,Action,
Space Cows,7.0,5.75,2019,Single Appearance,Shooter,Action,
Last Man Standing,5.0,1.58,2017,Single Appearance,Shooter,Action,
Z,6.0,3.11,1996,Single Appearance,Real Time Strategy (RTS),Action,
Dead Island Retro Revenge,5.0,1.43,2016,2-4 Appearances,Fighting,Action,
Spuds Unearthed,6.0,2.67,2019,2-4 Appearances,Shooter,Action,
Neon Abyss,8.0,7.1,2020,2-4 Appearances,Shooter,Action,
Wizard of Legend,8.0,10.15,2018,Single Appearance,Role-playing (RPG),Action,
Dungeon Siege,8.0,4.14,2002,Gas Powered Games,Role-playing (RPG),Action,
Dragon Nest,6.0,2.66,2010,Single Appearance,Role-playing (RPG),Action,
Dungeon Siege III,5.0,1.37,2011,Obsidian Entertainment,Role-playing (RPG),Action,
Dungeons & Dragons: Dark Alliance,5.0,0.99,2021,2-4 Appearances,Role-playing (RPG),Action,
Overlord: Fellowship of Evil,4.0,0.3,2015,Codemasters,Role-playing (RPG),Action,
Going Under,8.0,10.75,2020,Single Appearance,Fighting,Action,
The Bard's Tale Trilogy,9.0,21.11,2018,2-4 Appearances,Role-playing (RPG),Action,
Operencia: The Stolen Sun,6.0,3.77,2019,Zen Studios,Role-playing (RPG),Action,
Deathtrap Dungeon,5.0,0.92,1998,empty string,Adventure,Action,
The Bard's Tale IV: Director's Cut,6.0,3.3,2019,inXile Entertainment,Role-playing (RPG),Fantasy,
Knightin'+,8.0,6.3,2019,Single Appearance,Role-playing (RPG),Action,
Ori and the Will of the Wisps,9.0,27.98,2020,2-4 Appearances,Platform,Action,
Dust: An Elysian Tail,9.0,21.17,2012,2-4 Appearances,Platform,Action,
Monster Sanctuary,8.0,11.8,2020,Single Appearance,Platform,Action,
Abyss Odyssey,5.0,1.67,2014,ACE Team,Platform,Action,
ReCore: Definitive Edition,5.0,1.61,2017,Single Appearance,Platform,Action,
Greak: Memories of Azur,6.0,3.7,2021,Single Appearance,Platform,Action,
Headlander,8.0,9.69,2016,Double Fine Productions,Shooter,Action,
Fe,6.0,3.76,2018,Single Appearance,Platform,Action,
Narita Boy,6.0,3.93,2021,Single Appearance,Platform,Action,
The Knight Witch,6.0,3.08,2022,2-4 Appearances,Shooter,Action,
Ghostly Matter,5.0,1.75,2018,Single Appearance,Adventure,Action,
Temtem,8.0,5.29,2020,2-4 Appearances,Role-playing (RPG),Action,
Wasteland 3,8.0,5.33,2020,inXile Entertainment,Role-playing (RPG),Action,
Torment: Tides of Numenera,6.0,2.34,2017,inXile Entertainment,Role-playing (RPG),Fantasy,
Atelier Sophie: The Alchemist of the Mysterious Book,8.0,6.5,2015,KOEI TECMO GAMES CO. LTD.,Role-playing (RPG),Fantasy,
Atelier Sophie 2: The Alchemist of the Mysterious Dream,8.0,18.55,2022,KOEI TECMO GAMES CO. LTD.,Role-playing (RPG),Fantasy,
Soul Hackers 2,5.0,2.02,0,ATLUS,Role-playing (RPG),Science fiction,
Soul Hackers 2,5.0,2.02,2022,ATLUS,Role-playing (RPG),Science fiction,
SaGa Frontier Remastered,8.0,11.54,2021,Square Enix,Role-playing (RPG),Action,
Citizens of Space,5.0,1.24,2019,2-4 Appearances,Role-playing (RPG),Science fiction,
Sunday Gold,8.0,5.14,2022,2-4 Appearances,Point-and-click,Action,
Space Wreck,8.0,7.56,2022,Single Appearance,Role-playing (RPG),Science fiction,
Chinatown Detective Agency,6.0,2.66,2022,2-4 Appearances,Point-and-click,Science fiction,
Saints Row 2,6.0,3.26,2008,2-4 Appearances,Shooter,Action,
Grand Theft Auto: Episodes from Liberty City,6.0,2.82,2009,Single Appearance,Adventure,Action,
The Escapists 2,8.0,9.49,2017,2-4 Appearances,Puzzle,Action,
Supreme Commander 2,8.0,7.47,2010,Gas Powered Games,Real Time Strategy (RTS),Science fiction,
The Escapists,8.0,9.19,2015,2-4 Appearances,Puzzle,Action,
ArcheAge,5.0,1.09,2013,2-4 Appearances,Role-playing (RPG),Fantasy,
Drug Dealer Simulator,8.0,6.9,2020,Single Appearance,Simulator,Action,
EverQuest II,6.0,3.72,2004,Single Appearance,Role-playing (RPG),Action,
Halo Wars: Definitive Edition,8.0,9.19,2016,Single Appearance,Real Time Strategy (RTS),Science fiction,
From Dust,5.0,1.98,2011,Single Appearance,Simulator,Fantasy,
ArcheAge: Unchained,5.0,1.16,2019,2-4 Appearances,Role-playing (RPG),Sandbox,
Railroad Tycoon 3,6.0,3.32,2003,2-4 Appearances,Simulator,Business,
Spacebase DF-9,1.0,0.22,2014,Double Fine Productions,Real Time Strategy (RTS),Science fiction,
Sweet Transit,6.0,3.21,2022,Single Appearance,Simulator,Sandbox,
Aven Colony,6.0,2.97,2017,Single Appearance,Simulator,Science fiction,
Drake Hollow,6.0,3.65,2020,2-4 Appearances,Adventure,Action,
Disney Infinity 3.0: Gold Edition,8.0,6.83,2016,2-4 Appearances,Adventure,Action,
The Serpent Rogue,5.0,1.45,2022,Single Appearance,Role-playing (RPG),Action,
Immortals Fenyx Rising,5.0,1.72,2020,2-4 Appearances,Puzzle,Action,
Next Space Rebels,8.0,5.64,2021,Single Appearance,Puzzle,Sandbox,
Disney Infinity 1.0: Gold Edition,8.0,7.68,2016,2-4 Appearances,Adventure,Action,
Uncrewed,5.0,1.86,2016,Single Appearance,Simulator,Action,
Disney Infinity 2.0: Gold Edition,8.0,9.38,2016,2-4 Appearances,Adventure,Action,
No King No Kingdom,8.0,5.15,2017,2-4 Appearances,Simulator,Action,
DC's Justice League: Cosmic Chaos,7.0,8.0,2023,2-4 Appearances,Role-playing (RPG),Action,
Hogwarts Legacy,8.0,11.46,2023,2-4 Appearances,Role-playing (RPG),Action,
Hexen: Beyond Heretic,8.0,7.48,1997,Raven Software,Shooter,Action,
Hexen: Beyond Heretic,8.0,7.48,1995,Raven Software,Shooter,Action,
Wildfire,8.0,4.9,0,2-4 Appearances,Simulator,Action,
Wildfire,8.0,4.9,2020,2-4 Appearances,Platform,Action,
Legend of Mana,8.0,4.11,1999,Square Enix,Role-playing (RPG),Action,
Legend of Mana,8.0,4.11,2021,Square Enix,Role-playing (RPG),Action,
Fictorum,6.0,3.52,2017,Single Appearance,Role-playing (RPG),Action,
Ikenfell,8.0,10.29,2020,Single Appearance,Role-playing (RPG),Fantasy,
Astellia,5.0,1.91,2020,Single Appearance,Role-playing (RPG),Action,
Into the Pit,6.0,2.35,2021,Single Appearance,Shooter,Action,
The Mage's Tale,6.0,2.76,2017,inXile Entertainment,Puzzle,Action,
Ringlorn Saga,7.0,47.0,2022,Single Appearance,Role-playing (RPG),Action,
Deus Ex: Game of the Year Edition,8.0,18.63,2000,2-4 Appearances,Shooter,Action,
Deus Ex: Invisible War,5.0,1.34,2003,2-4 Appearances,Shooter,Action,
Free Running,8.0,6.27,2007,Rebellion,Racing,Action,
Sniper: Ghost Warrior,5.0,1.35,2017,City Interactive,Shooter,Action,
Sniper: Ghost Warrior,5.0,1.35,2010,City Interactive,Shooter,Action,
Operation Flashpoint: Dragon Rising,5.0,2.14,2009,Codemasters,Shooter,Action,
Bus Simulator 18,8.0,4.24,2018,2-4 Appearances,Simulator,Non-fiction,
Sniper Fury,5.0,0.93,2017,Gameloft,Shooter,Action,
Sniper Ghost Warrior Contracts,6.0,2.81,2019,2-4 Appearances,Shooter,Action,
Project Wingman,8.0,17.08,2020,Single Appearance,Simulator,Action,
Sniper Ghost Warrior Contracts 2,8.0,5.55,2021,2-4 Appearances,Shooter,Action,
Soldier Front 2,6.0,3.72,2013,Single Appearance,Shooter,Action,
Bulletstorm: Full Clip Edition,8.0,7.65,2017,2-4 Appearances,Shooter,Action,
Predator: Hunting Grounds,6.0,3.4,2020,2-4 Appearances,Shooter,Action,
Sniper Art of Victory,4.0,0.43,2008,2-4 Appearances,Shooter,Action,
Enemy Front,5.0,1.9,2014,2-4 Appearances,Shooter,Action,
Disintegration,5.0,1.0,2020,Single Appearance,Shooter,Action,
Deliver Us Mars,6.0,2.88,2023,Single Appearance,Platform,Action,
Project: Snowblind,6.0,3.09,2005,Crystal Dynamics,Shooter,Action,
Bloody Good Time,6.0,3.48,2010,Single Appearance,Shooter,Action,
Hidden & Dangerous 2: Courage Under Fire,8.0,17.91,2004,2-4 Appearances,Shooter,Action,
Battlezone 98 Redux,8.0,11.31,2016,Single Appearance,Real Time Strategy (RTS),Action,
NASCAR Heat 5,8.0,4.07,2020,Single Appearance,Racing,Action,
ShootMania Storm,8.0,5.72,2013,Single Appearance,Shooter,Action,
Operation Thunderstorm,6.0,3.0,2008,2-4 Appearances,Shooter,Action,
Hexen: Deathkings of the Dark Citadel,6.0,3.44,1996,Raven Software,Shooter,Action,
SWAT 3: Tactical Game of the Year Edition,5.0,1.62,2001,2-4 Appearances,Shooter,Action,
Firefighters 2014,5.0,1.52,2014,Single Appearance,Simulator,Action,
Blacklight: Tango Down,5.0,0.7,2010,Zombie Studios,Shooter,Action,
Bus-Simulator 2012,5.0,0.72,2012,2-4 Appearances,Simulator,Open world,
Prey: Typhon Hunter,4.0,0.47,2018,Arkane Studios,Shooter,Action,
Sniper Elite VR,5.0,1.24,2021,2-4 Appearances,Shooter,Action,
Darkest of Days,6.0,3.11,2009,Single Appearance,Shooter,Action,
The Occupation,5.0,1.65,2019,2-4 Appearances,Adventure,Thriller,
Wolfenstein: Cyberpilot,5.0,0.85,2019,Arkane Studios,Shooter,Action,
Metamorphosis,8.0,6.26,2020,2-4 Appearances,Platform,Action,
An Elder Scrolls Legend: Battlespire,6.0,2.61,1997,2-4 Appearances,Role-playing (RPG),Action,
Age of Empires IV: Anniversary Edition,8.0,6.42,2022,Relic Entertainment,Real Time Strategy (RTS),Historical,
Cossacks 3,8.0,4.37,2016,GSC Game World,Real Time Strategy (RTS),Action,
Cliff Empire,8.0,6.9,2019,Single Appearance,Simulator,Science fiction,
Hammerting,5.0,1.55,2020,Single Appearance,Role-playing (RPG),Fantasy,
Siege Survival: Gloria Victis,6.0,3.85,2021,Single Appearance,Role-playing (RPG),Survival,
Dice Legacy,5.0,2.24,2021,2-4 Appearances,Puzzle,Survival,
The Oregon Trail,6.0,3.56,1971,Gameloft,Simulator,Historical,
