game,reviewer_rating,positivity_ratio,first_release_date,game_modes,genres,themes,developer_Scott Cawthon,developer_Tero Lunkka,binned_developer_encoded
Litil Divil,5.0,0.85,1994,1,12,1,0,0,159
Noosphere,5.0,1.97,2021,1,31,19,0,0,3
Malediction,6.0,2.93,2019,1,31,1,0,0,341
Boiling Steel: Preface,6.0,3.22,2020,1,5,1,0,0,221
Legends of Persia,2.0,0.14,2012,1,12,1,0,0,341
Gal-X-E,8.0,6.18,2016,1,31,1,0,0,401
Kult: Heretic Kingdoms,6.0,2.87,2004,1,12,1,0,0,154
Voyage: Journey to the Moon,6.0,3.44,2005,1,2,18,0,0,233
Chronicle of Innsmouth,6.0,3.68,2017,1,2,19,0,0,3
Arctico,6.0,2.76,2014,1,31,21,0,0,341
Bonny's Adventure,7.0,5.5,2017,1,31,1,0,0,341
Three Fourths Home: Extended Edition,5.0,1.62,2015,1,31,31,0,0,341
Phantaruk,5.0,1.66,2016,1,31,1,0,0,3
Muffin Knight,6.0,3.41,2011,1,8,1,0,0,3
Marvel: Ultimate Alliance,5.0,1.68,2006,1,12,1,0,0,3
Sky Break,5.0,1.91,2016,1,12,1,0,0,3
Myst,8.0,7.99,1993,1,2,17,0,0,3
Myst,8.0,7.99,2020,1,9,17,0,0,3
Project: Gorgon,8.0,5.68,2018,2,12,17,0,0,341
Fortuito: Lost History,8.0,4.27,2021,1,5,1,0,0,341
Succubus Farm,6.0,2.91,2020,1,12,1,0,0,97
Midnight Ultra,5.0,1.77,2017,1,5,1,0,0,341
The Construct,5.0,1.58,2016,1,31,1,0,0,341
Hurricane,5.0,1.4,2017,2,12,1,0,0,341
Winter Voices,5.0,1.79,2010,1,2,19,0,0,341
Freddi Fish 2: The Case of the Haunted Schoolhouse,8.0,28.11,1996,1,2,34,0,0,172
Atlantis 2: Beyond Atlantis,4.0,0.5,1999,1,2,17,0,0,81
Lost Civilization,5.0,1.05,2019,1,5,1,0,0,3
Lost Civilization,5.0,1.05,2014,1,9,43,0,0,3
The Albatross,5.0,1.37,2017,1,31,1,0,0,341
Woodlands,4.0,0.42,2017,1,31,1,0,0,3
Phantom Project,8.0,5.73,2021,1,32,19,0,0,341
Statues,5.0,2.13,2015,1,31,1,0,0,3
Games&Girls,6.0,2.96,2017,1,31,42,0,0,3
Don't Knock Twice,6.0,2.65,2017,1,9,1,0,0,404
Rogue's Tale,6.0,2.58,2014,1,12,22,0,0,341
Taima Miko Yuugi,8.0,10.62,2017,1,12,42,0,0,341
Pascal's Wager: Definitive Edition,5.0,2.24,2021,1,12,1,0,0,341
Arcaxer,7.0,6.0,2021,1,12,1,0,0,3
Coffin Mall,8.0,3.91,2021,1,13,1,0,0,341
Drawngeon: Dungeons of Ink and Paper,6.0,3.67,2019,1,12,1,0,0,341
Pilot Brothers 3: Back Side of the Earth,5.0,1.22,2004,1,31,27,0,0,3
Felix Jumpman,5.0,1.02,2017,1,32,1,0,0,3
Beastiarium,5.0,1.02,2016,1,31,1,0,0,3
Puzzle Bots,6.0,3.18,2010,1,2,27,0,0,3
Shrouded in Sanity: Freebirth,8.0,5.11,2018,1,31,1,0,0,3
Hidden Object Bundle 5 in 1,5.0,2.07,2015,1,2,43,0,0,3
The Raven Remastered,8.0,4.42,2018,1,2,20,0,0,192
Stairs,6.0,2.39,2015,1,31,1,0,0,341
Glitchspace,6.0,2.8,2016,1,9,18,0,0,341
Traum,8.0,11.36,2018,1,31,19,0,0,341
The Treasures of Montezuma 4,8.0,4.61,2014,1,9,35,0,0,3
True Fear: Forsaken Souls Part 2,8.0,12.51,2018,1,9,1,0,0,3
Vomitoreum,8.0,10.89,2021,1,5,1,0,0,331
Horror Globes,8.0,9.86,2020,1,9,19,0,0,341
Wormhole City,4.0,0.44,2018,1,31,1,0,0,341
School of Horror,4.0,0.25,2018,1,31,1,0,0,3
Running Gods,6.0,2.57,2016,1,10,1,0,0,341
Vickinachi,2.0,0.2,2017,1,12,1,0,0,341
Hero,6.0,2.56,2017,1,31,1,0,0,341
Aaru's Awakening,6.0,2.33,2015,1,8,1,0,0,3
Noir Syndrome,5.0,1.95,2014,1,9,1,0,0,3
Unrest,5.0,2.1,2014,1,12,17,0,0,3
Metrico+,6.0,2.72,2016,1,7,1,0,0,341
Words for Evil,8.0,4.0,2014,1,9,1,0,0,341
Dead Secret,8.0,4.28,2015,1,31,19,0,0,3
Infliction,8.0,4.95,2018,1,31,19,0,0,341
Shadowgate: MacVenture Series,5.0,1.5,2015,1,2,17,0,0,420
Night Cascades,8.0,19.75,2022,1,31,43,0,0,3
Amigdala,6.0,2.31,2016,1,31,1,0,0,341
Bionic Heart,6.0,2.78,2009,1,31,18,0,0,411
Think of the Children,5.0,1.33,2017,1,13,1,0,0,341
Phantom Thief Celianna,5.0,1.76,2018,1,12,42,0,0,11
Share,6.0,2.58,2016,1,32,1,0,0,161
Frog Detective 3: Corruption at Cowboy County,9.0,186.67,2022,1,31,27,0,0,3
The Peresmeshnik,8.0,17.0,2020,1,31,18,0,0,341
The Story of Henry Bishop,8.0,5.34,2019,1,31,1,0,0,3
Mozart Requiem,5.0,0.71,2021,1,7,34,0,0,341
The Esoterica: Hollow Earth,5.0,1.02,2017,1,31,43,0,0,341
Luke Sidewalker,5.0,1.29,2016,1,31,1,0,0,3
Tobe's Vertical Adventure,5.0,1.49,2011,1,8,1,0,0,3
Tobe's Vertical Adventure,5.0,1.49,2010,1,8,1,0,0,3
Syndrome,5.0,1.79,2016,1,5,1,0,0,3
Abode 2,8.0,4.07,2019,1,9,18,0,0,277
Goggles - World of Vaporia,5.0,1.17,2015,1,10,1,0,0,341
Monuments of Mars,5.0,1.36,1990,1,8,1,0,0,5
The Watchmaker,5.0,1.05,2018,1,9,1,0,0,341
Kuro survival,5.0,1.96,2017,1,10,1,0,0,3
My Ex-Boyfriend the Space Tyrant,6.0,2.65,2014,1,2,18,0,0,341
Octave,6.0,2.73,0,1,7,1,0,0,3
Octave,6.0,2.73,2016,1,31,19,0,0,3
BloodGate,5.0,1.06,2016,1,12,1,0,0,341
Albino Lullaby: Episode 1,6.0,2.34,2015,1,31,1,0,0,341
Project Exhibited,8.0,5.17,2020,1,12,1,0,0,341
MannaRites,8.0,8.75,2020,1,12,1,0,0,341
Trikaya,8.0,5.49,2021,1,9,17,0,0,324
RX squad,5.0,2.0,2016,1,31,1,0,0,341
Warriors' Wrath,5.0,2.08,2016,1,12,1,0,0,341
Blade & Bones,4.0,0.45,2016,1,12,1,0,0,3
Wooden House,5.0,1.6,2016,1,31,1,0,0,3
Mirror Mysteries,6.0,3.38,2014,1,31,43,0,0,341
Blood II: The Chosen + Expansion,5.0,0.97,2014,1,31,1,0,0,3
Disillusions Manga Horror,5.0,1.44,2013,1,31,19,0,0,341
Frozen State,5.0,1.77,2014,1,12,1,0,0,3
Underworld Ascendant,4.0,0.53,2018,1,12,1,0,0,341
Mystery Castle: The Mirror's Secret,5.0,1.68,2015,1,31,43,0,0,229
Boodunnit,6.0,2.6,2021,1,8,17,0,0,341
Apsulov: End of Gods,8.0,7.46,2019,1,31,1,0,0,3
Super Punchman,3.0,0.17,2018,1,31,1,0,0,3
Snowball Rush,5.0,1.33,2019,1,31,1,0,0,341
The Secret Blue Forest,7.0,7.0,2021,1,8,1,0,0,341
Space Yandere,7.0,30.0,2021,1,8,1,0,0,3
Child Phobia: Nightcoming Fears,6.0,2.67,2016,1,31,20,0,0,341
The Moment of Silence,5.0,1.85,2004,1,2,18,0,0,3
Hover Junkers,5.0,1.7,2016,1,5,1,0,0,3
Palmyra Orphanage,8.0,8.41,2019,1,32,19,0,0,362
Gum Guy,6.0,2.29,2017,1,31,1,0,0,341
Steam Heroes,4.0,0.39,2010,1,9,1,0,0,3
London Ripper,7.0,6.33,2022,1,32,19,0,0,3
Dungeon Hero,5.0,0.91,2016,1,12,1,0,0,341
The Secret of Pineview Forest,5.0,1.25,2016,1,31,1,0,0,392
Pineview Drive - Homeless,5.0,1.94,2019,1,31,1,0,0,392
Marvel: Ultimate Alliance 2,5.0,1.11,2009,1,12,1,0,0,3
Marvel: Ultimate Alliance 2,5.0,1.11,2009,1,12,1,0,0,3
Cat Girl,5.0,1.39,2017,1,31,42,0,0,341
Eternal Threads,8.0,8.03,2022,1,9,1,0,0,341
Pineview Drive,5.0,1.76,2014,1,31,1,0,0,392
Disaster Report 4: Summer Memories,6.0,2.33,2018,1,13,1,0,0,3
Heaven Dust,8.0,10.56,2020,1,5,1,0,0,341
Nyanco Project,8.0,4.58,2019,1,12,1,0,0,269
Fishy,8.0,14.79,2019,1,31,1,0,0,3
Fishy,8.0,14.79,2019,1,31,1,0,0,3
Streng Check,5.0,0.6,2019,1,31,1,0,0,3
Hero Barrier,5.0,1.38,2017,1,31,1,0,0,341
MyDream,5.0,1.82,2015,1,12,1,0,0,341
Bone: The Great Cow Race,5.0,1.5,2008,1,9,27,0,0,377
Mystery of Unicorn Castle: The Beastmaster,8.0,5.07,2015,1,31,17,0,0,229
Within Skerry,8.0,4.91,2022,1,31,1,0,0,359
Isoland,8.0,12.88,2018,1,2,27,0,0,3
Pool Panic,6.0,3.56,2018,1,9,1,0,0,341
Steam Prison,8.0,6.74,2017,1,31,31,0,0,341
Husk,5.0,0.77,2017,1,31,1,0,0,3
Husk,5.0,0.77,2020,1,31,19,0,0,3
Sweet fantasy,8.0,4.81,2017,1,31,42,0,0,3
Candleman: The Complete Journey,8.0,12.2,2018,1,8,1,0,0,341
The Lighthouse,7.0,3.89,2019,1,31,20,0,0,341
Mummy Sandbox,7.0,21.0,2021,1,2,19,0,0,341
Pharaoh's Tomb,5.0,0.84,1982,1,31,1,0,0,5
Chowderchu,5.0,1.38,2016,1,8,1,0,0,341
Truffle Saga,5.0,0.72,2014,1,31,1,0,0,3
Ace of Protectors,5.0,1.51,2016,1,12,1,0,0,341
The Saint: Abyss of Despair,6.0,2.32,2017,1,31,43,0,0,341
Shtriga: Summer Camp,6.0,2.5,2014,1,31,43,0,0,341
Collision Course,6.0,3.14,2017,1,5,1,0,0,341
Broken Pieces,6.0,3.29,2022,1,2,1,0,0,341
Windlands 2,8.0,4.08,2018,1,31,1,0,0,3
TUG,4.0,0.53,2014,1,5,18,0,0,341
Hatch,6.0,2.64,2019,1,8,1,0,0,341
Chronos: Before the Ashes,5.0,1.91,2020,1,12,1,0,0,3
Ope,6.0,3.15,2020,1,31,1,0,0,341
Pamali: Indonesian Folklore Horror,8.0,5.48,2018,1,2,19,0,0,3
2DGameManias Taken,4.0,0.35,2018,1,31,1,0,0,341
5.84 Wing,6.0,2.0,2019,1,32,1,0,0,3
Jack Keane,5.0,1.48,2008,1,2,1,0,0,3
PolyClassic: Wild,8.0,4.92,2023,1,5,1,0,0,408
Lumber Island - That Special Place,6.0,2.78,2015,1,31,19,0,0,3
Captain Morgane and the Golden Turtle,5.0,1.54,2012,1,9,22,0,0,341
Myst IV: Revelation,6.0,2.69,2004,1,2,17,0,0,3
Murder,5.0,0.95,2015,1,2,18,0,0,3
Murder,5.0,0.95,1990,1,15,20,0,0,3
Hidden Object 6-in-1 bundle,6.0,3.76,2016,1,2,43,0,0,3
Explorer of Yggdrasil,8.0,6.58,2021,1,12,17,0,0,3
Waxworks: Curse of the Ancestors,5.0,1.04,0,1,12,1,0,0,341
Cris Tales,5.0,1.83,2021,1,12,1,0,0,341
Trickster VR: Horde Attack!,6.0,2.47,2019,1,31,1,0,0,341
The Ember Saga: A New Fire,5.0,1.11,2016,1,12,1,0,0,341
Countless Rooms of Death,4.0,0.48,2015,1,31,19,0,0,341
Dark Years,4.0,0.33,2015,1,31,1,0,0,341
Parvaneh: Legacy of the Light's Guardians,5.0,1.71,2016,1,31,1,0,0,341
Fighters Unleashed,5.0,1.07,2016,1,31,1,0,0,401
Showing Tonight: Mindhunters Incident,5.0,1.33,2015,1,9,19,0,0,437
Bane of Asphodel,5.0,1.78,2018,1,31,1,0,0,341
Sol705,6.0,3.25,2020,1,2,27,0,0,341
Doc Clock: The Toasted Sandwich of Time,5.0,0.85,2010,1,8,18,0,0,341
Lost Chronicles of Zerzura,8.0,6.27,2014,1,9,22,0,0,341
Adera,8.0,8.44,2012,1,2,43,0,0,341
Corridor Z,6.0,2.48,2016,1,4,1,0,0,3
Montague's Mount,5.0,1.38,2013,1,13,19,0,0,341
Dark Threads,5.0,1.6,2021,1,9,18,0,0,341
Mya of the Desert,5.0,1.73,2020,1,8,1,0,0,341
The Chosen Warriors,6.0,2.48,2017,1,31,1,0,0,3
Deep Sleep Trilogy,8.0,59.4,2019,1,2,19,0,0,3
In Passing,6.0,3.53,2019,1,31,1,0,0,341
Leviathan ~A Survival RPG~,6.0,2.56,2018,1,12,21,0,0,3
Stranger Things 3: The Game,8.0,7.24,2019,1,9,1,0,0,3
Edessa: School of Wizardry,7.0,5.5,2022,1,31,1,0,0,341
Steamburg,5.0,0.88,2017,1,9,1,0,0,341
Tompi Jones,4.0,0.49,2015,1,31,1,0,0,108
Marginalia,7.0,4.88,2017,1,31,19,0,0,341
Galactic Battles,4.0,0.56,2018,1,31,1,0,0,341
Sylvio 2,5.0,1.56,2017,1,31,19,0,0,3
Azurael's Circle: Chapter 1,8.0,5.35,2018,1,9,19,0,0,3
TheNightfall,6.0,3.03,2018,1,31,1,0,0,392
Bermuda,5.0,1.13,2015,1,31,18,0,0,3
Dark Train,6.0,2.87,2016,1,9,43,0,0,341
The Slimeking's Tower,6.0,3.38,2017,1,12,1,0,0,341
Shiver,8.0,8.54,2017,1,2,19,0,0,341
Perception,6.0,2.61,2017,1,31,1,0,0,3
Psychedelica of the Black Butterfly,8.0,5.84,2015,1,31,31,0,0,3
Broll,8.0,4.87,2020,1,8,1,0,0,341
A Hand With Many Fingers,8.0,7.46,2020,1,31,20,0,0,3
The Alien Cube,8.0,4.8,2021,1,13,18,0,0,3
Niplheim's Hunter - Branded Azel,8.0,9.82,2019,1,12,42,0,0,3
Was It Worth It?,7.0,13.0,2021,1,31,18,0,0,341
Glorious Noon,6.0,3.38,2017,1,32,1,0,0,341
Ladra,6.0,2.31,2015,1,31,1,0,0,341
Beerman,5.0,1.48,2016,1,31,1,0,0,341
The Cursed Tower,5.0,1.6,2018,1,31,1,0,0,341
Crowman & Wolfboy,6.0,3.33,2013,1,8,1,0,0,341
Back in 1995,5.0,2.0,2016,1,5,1,0,0,341
Haunted,6.0,2.71,2014,1,2,19,0,0,341
Zombie Solitaire,6.0,2.43,2013,1,9,17,0,0,3
The Dwarf Run,6.0,2.57,2015,1,12,17,0,0,341
Devil's Bluff,5.0,1.49,2015,2,31,1,0,0,341
Inmates,5.0,1.38,2017,1,9,19,0,0,341
Divine Slice of Life,5.0,2.12,2015,1,12,42,0,0,95
The Men of Yoshiwara: Kikuya,6.0,2.99,2015,1,31,22,0,0,104
Who Pressed Mute on Uncle Marcus?,6.0,2.93,2022,1,31,27,0,0,404
Radiation Island,6.0,3.81,2015,1,5,1,0,0,3
Find Me: Horror Game,5.0,1.15,2020,1,32,1,0,0,341
G String,8.0,4.95,2020,1,5,1,0,0,341
Tiny Lands,8.0,14.44,2021,1,2,34,0,0,341
Without A Voice,8.0,24.1,2020,1,12,19,0,0,341
Ziggy's Chase,5.0,0.88,2016,1,31,1,0,0,437
Project Kunai,7.0,12.0,2022,1,5,1,0,0,341
The Book of Desires,5.0,0.85,2015,1,31,17,0,0,229
The World After,6.0,2.93,2021,1,2,18,0,0,341
15 Days,4.0,0.48,2009,1,2,20,0,0,3
Chevalier Historie,8.0,5.24,2022,1,31,1,0,0,341
Alone in the Dark: The New Nightmare,5.0,2.12,2001,1,9,1,0,0,3
Alone in the Dark: The New Nightmare,5.0,2.12,2001,1,31,19,0,0,3
Alone in the Dark: The New Nightmare,5.0,2.12,2001,1,9,1,0,0,3
Leaflet Love Story,8.0,10.15,2018,1,12,42,0,0,341
Deadly Cosmic,7.0,9.5,2021,1,31,1,0,0,341
Zombie Claus,6.0,2.36,2020,1,32,19,0,0,432
Montezuma's Revenge,8.0,9.0,2020,1,8,1,0,0,3
Montezuma's Revenge,8.0,9.0,2020,1,8,1,0,0,3
Montezuma's Revenge,8.0,9.0,1983,1,8,1,0,0,3
Another Try,5.0,1.71,2020,1,31,1,0,0,3
Our world has not decayed,8.0,6.18,2019,1,12,17,0,0,341
Ostrofa,5.0,1.57,2019,2,31,1,0,0,341
The Spy Who Shrunk Me,6.0,3.52,2018,1,31,1,0,0,3
Phantasmata,7.0,4.67,2019,1,12,1,0,0,341
Survival Is Not Enough,4.0,0.51,2017,1,5,1,0,0,341
Teria,5.0,1.59,2017,1,31,1,0,0,3
Talewind,5.0,1.27,2016,1,8,1,0,0,3
Curse of the Crescent Isle DX,6.0,2.46,2015,1,8,1,0,0,341
Culpa Innata,6.0,2.77,2007,1,12,18,0,0,341
The Maker's Eden,6.0,2.44,2014,1,31,18,0,0,3
FoxyLand,5.0,1.91,2017,1,8,17,0,0,3
Please Love My Computer Game,6.0,2.85,2018,1,31,19,0,0,415
Shu,8.0,3.97,2016,1,8,1,0,0,3
Red Haze,8.0,5.18,2017,1,31,42,0,0,415
Astray,5.0,2.23,2015,1,9,19,0,0,3
Lemma,8.0,5.3,2015,1,31,1,0,0,341
Windscape,5.0,1.75,2019,1,4,1,0,0,341
Yono and the Celestial Elephants,8.0,5.51,2017,1,9,1,0,0,3
Organ Quarter,8.0,8.43,2017,1,31,1,0,0,341
Jelly Killer,6.0,3.75,2016,1,31,1,0,0,341
Welcome to Princeland,6.0,3.44,2018,1,31,1,0,0,341
Paranormal Activity: The Lost Soul,6.0,2.78,2017,1,12,19,0,0,341
The Cursed Forest,8.0,8.79,2019,1,31,19,0,0,341
Ties,8.0,4.74,2020,1,31,1,0,0,3
Wild West and Wizards,6.0,3.24,2019,1,12,1,0,0,3
Static,7.0,12.0,0,1,32,19,0,0,3
Static,7.0,12.0,2019,1,31,1,0,0,3
Hirilun,7.0,4.33,2022,1,8,1,0,0,341
Legends of Dawn Reborn,4.0,0.38,2015,1,12,1,0,0,3
Bring to Light,5.0,2.0,2018,1,9,19,0,0,3
Pajama Sam 4: Life Is Rough When You Lose Your Stuff!,4.0,0.6,2003,1,9,34,0,0,172
Dehumanized,5.0,2.0,2018,1,12,1,0,0,341
Fitz the Fox,8.0,4.12,2015,1,8,1,0,0,341
The Death of Erin Myers,6.0,3.79,2019,1,2,43,0,0,341
Legacy of Dorn: Herald of Oblivion,8.0,5.8,2015,1,12,18,0,0,3
Home Sheep Home: Farmageddon Party Edition,8.0,16.2,2019,1,8,35,0,0,341
Verde Station,6.0,2.98,2014,1,31,18,0,0,341
Fashioning Little Miss Lonesome,8.0,4.94,2017,1,31,27,0,0,341
Super Lucky's Tale,8.0,6.15,2017,1,8,1,0,0,3
Garten of Banban 2,5.0,1.9,2023,1,31,1,0,0,3
G.I. Joe: Operation Blackout,5.0,1.24,2020,1,5,1,0,0,3
The Persistence,5.0,1.98,2018,1,31,1,0,0,341
Dread X Collection 2,9.0,21.95,2020,1,2,1,0,0,3
Sad City 42,4.0,0.48,2017,1,12,1,0,0,249
Protect Me,5.0,1.92,2017,1,31,1,0,0,211
Redneck Rampage Rides Again,7.0,3.57,1998,1,5,1,0,0,413
VThree,5.0,0.79,2017,1,10,1,0,0,341
Die After Sunset,6.0,2.68,2022,1,5,1,0,0,341
Emmerholt: Prologue,6.0,3.26,2017,1,12,1,0,0,341
LaserCat,8.0,11.57,2011,1,8,27,0,0,341
Project Temporality,8.0,4.67,2014,1,8,1,0,0,341
Stonefly,8.0,7.75,2021,1,8,1,0,0,3
Alphadia Genesis,6.0,3.77,2013,1,12,1,0,0,341
The Memory of Eldurim,5.0,0.68,2014,1,12,1,0,0,341
The Last Crown: Midnight Horror,6.0,3.54,2015,1,31,19,0,0,3
Forgotten Places: Regained Castle,6.0,3.21,2018,1,9,43,0,0,3
Svoboda 1945: Liberation,8.0,43.0,2021,1,31,22,0,0,3
Rezrog,5.0,0.8,2017,1,12,17,0,0,341
Angry Arrows,8.0,11.31,2015,1,31,1,0,0,3
Dreams in the Witch House,8.0,31.0,2023,1,2,19,0,0,341
Iggy's Egg Adventure,8.0,7.1,2015,1,8,1,0,0,341
Lake Ridden,6.0,2.92,2018,1,9,43,0,0,341
Frogun,8.0,5.76,2022,1,8,1,0,0,3
Agatha Knife,8.0,15.33,2017,1,2,27,0,0,3
Silver,8.0,11.46,1999,1,12,1,0,0,180
Hell Pie,8.0,13.98,2022,1,8,1,0,0,3
Splash,7.0,7.0,2020,1,31,1,0,0,3
Splash,7.0,7.0,2018,1,32,1,0,0,3
Splash,7.0,7.0,2020,1,31,1,0,0,3
Splash,7.0,7.0,2018,1,32,1,0,0,3
Psych,5.0,1.57,2021,1,31,1,0,0,3
Psych,5.0,1.57,2021,1,31,1,0,0,3
Psych,8.0,4.88,2021,1,31,1,0,0,3
Psych,8.0,4.88,2021,1,31,1,0,0,3
The Legend of Karl,6.0,3.29,2021,1,8,1,0,0,341
03.04,8.0,4.33,2019,1,31,1,0,0,3
Project 5: Sightseer,6.0,2.4,2017,1,12,1,0,0,3
Heavily Armed,4.0,0.5,2017,1,12,1,0,0,341
Fastigium,5.0,1.04,2016,1,12,1,0,0,3
Sherlock Holmes Consulting Detective: The Case of the Mystified Murderess,6.0,2.17,2012,1,9,43,0,0,420
Embers of Magic,8.0,4.24,2017,1,31,1,0,0,341
Playing History 2 - Slave Trade,5.0,1.3,2013,1,2,22,0,0,341
Cube Life: Island Survival,6.0,2.37,2015,1,12,1,0,0,341
Regular Factory: Escape Room,8.0,26.8,2022,1,9,18,0,0,435
A Blind Legend,6.0,3.55,2015,1,31,1,0,0,341
ClickRaid,8.0,4.09,2017,1,31,1,0,0,341
Fibrillation HD,8.0,7.35,2017,1,5,18,0,0,341
Corpse Party: Book of Shadows,8.0,7.95,2011,1,2,1,0,0,220
Jurassic Fantasy,7.0,6.5,2021,1,31,1,0,0,3
DeMagnete VR,7.0,4.2,2021,1,9,18,0,0,3
Angels Cove,8.0,4.31,2021,1,15,1,0,0,341
Noise Hunters,6.0,3.0,2020,1,31,1,0,0,341
Raccoo Venture,8.0,13.0,2019,1,8,1,0,0,341
Our Secret Below,8.0,9.4,2020,1,9,19,0,0,91
Clam Man,8.0,14.62,2019,1,2,27,0,0,341
Desert Skies,5.0,2.18,2019,1,31,1,0,0,341
Crimson Memories,5.0,1.41,2017,1,31,42,0,0,3
The Wizard's Lair,5.0,0.78,2016,1,12,43,0,0,341
24 Hours 'til Rescue,4.0,0.34,2016,1,12,1,0,0,341
Dead Mountaineer's Hotel,4.0,0.51,2009,1,2,43,0,0,341
Dragon Glory,5.0,0.76,2017,2,12,1,0,0,3
Dark Fall 2: Lights Out,6.0,2.91,2004,1,2,19,0,0,3
Six Sides of the World,8.0,7.45,2016,1,9,1,0,0,341
Pixel Hunter,5.0,0.8,2014,1,5,1,0,0,341
Pukan Bye Bye,6.0,2.62,2018,1,8,1,0,0,3
Dissimilated Land,5.0,1.68,2018,1,12,1,0,0,341
The Adventures of Nick & Willikins,8.0,9.5,2018,1,2,27,0,0,3
Dream Cycle,5.0,2.13,2021,1,31,1,0,0,341
Warlords Awakening,6.0,2.46,2018,3,12,1,0,0,341
Waifu's Spooky Space Station,7.0,8.0,2021,1,31,19,0,0,341
Oona the Druid's Path,7.0,7.0,2021,1,8,1,0,0,341
Agent-00,6.0,2.93,2020,1,9,1,0,0,341
Mask of Mists,8.0,5.67,2020,1,5,1,0,0,3
Fractured Minds,6.0,3.74,2019,1,31,19,0,0,341
Trasta,3.0,0.1,2020,1,12,1,0,0,341
The Expression Amrilato,9.0,34.06,2017,1,13,17,0,0,3
Sherlock Holmes Consulting Detective: The Case of the Tin Soldier,5.0,1.57,2012,1,9,43,0,0,420
Ku: Shroud of the Morrigan,4.0,0.34,2014,1,31,1,0,0,3
Hardcore ZBoy,4.0,0.5,2017,1,10,1,0,0,249
Knight Adventure,5.0,0.79,2015,1,31,1,0,0,341
The Sun Will Rise,5.0,1.09,2016,1,12,1,0,0,341
Call of Bitcoin,5.0,1.57,2018,1,31,1,0,0,341
Elsewhere High: Chapter 1 - A Visual Novel,5.0,1.92,2017,1,31,19,0,0,341
Pain of War,5.0,1.35,2017,1,31,1,0,0,3
Hidden Object - 12 in 1 bundle,5.0,1.18,2016,1,2,43,0,0,341
Uventa,5.0,1.01,2018,1,32,19,0,0,341
Corona Blossom Vol.3 Journey to the Stars,8.0,20.17,2017,1,31,42,0,0,141
Son of Nor,5.0,1.6,2015,1,9,1,0,0,3
Apartment of Love,5.0,1.59,2018,1,12,42,0,0,341
Not Dying Today,8.0,4.07,2017,1,5,1,0,0,341
Roots of Insanity,5.0,2.2,2017,1,31,1,0,0,3
Dino Eruption,5.0,0.57,2021,1,12,1,0,0,341
Fate of the Storm Gods,5.0,1.17,2021,1,12,17,0,0,65
DreamWatcher,8.0,3.77,2020,1,8,1,0,0,341
Eternal Radiance,8.0,5.09,2020,1,12,1,0,0,3
Total Lockdown,6.0,3.3,2020,2,5,1,0,0,3
Grimm 1865,5.0,1.68,2020,1,31,1,0,0,341
Ballex,8.0,8.0,2019,1,10,1,0,0,341
Subject A-119,5.0,0.93,2017,1,9,18,0,0,341
Jisei,7.0,6.0,2010,1,31,43,0,0,3
Blinding Dark,4.0,0.45,2014,1,9,1,0,0,3
Retro Miami,4.0,0.41,2017,1,31,1,0,0,3
Infernales,4.0,0.61,2017,1,5,1,0,0,391
Africa Hunting,5.0,0.72,2017,1,31,1,0,0,259
CAT Interstellar: Recast,7.0,10.33,2021,1,32,18,0,0,3
Orc Attack: Flatulent Rebellion,5.0,1.0,2013,1,25,1,0,0,3
The Cameron Files: The Secret at Loch Ness,5.0,1.53,2001,1,2,18,0,0,233
The Last One,4.0,0.52,2017,1,31,1,0,0,341
Twilight City: Love as a Cure,5.0,1.77,2015,1,12,17,0,0,229
Ludu,6.0,3.5,2016,1,31,43,0,0,3
Pulut Adventure,5.0,1.63,2015,1,31,1,0,0,341
Ian's Eyes,5.0,1.59,2016,1,31,19,0,0,341
Lilycle Rainbow Stage!!!,8.0,12.67,2016,1,31,31,0,0,341
Cally's Trials,6.0,2.48,2016,1,31,1,0,0,3
Vortex: The Gateway,5.0,1.4,2016,1,31,1,0,0,3
Monster Harvest,5.0,1.17,2021,1,12,1,0,0,341
Along the Edge,8.0,9.88,2016,1,31,43,0,0,3
Cosmodread,8.0,10.83,2021,1,31,1,0,0,3
Adios,8.0,15.71,2021,1,13,31,0,0,341
Kika & Daigo: A Curious Tale,5.0,1.77,2020,2,31,1,0,0,341
Pirate Hell,5.0,1.0,2014,1,5,1,0,0,341
Lightout,5.0,0.8,2021,1,9,1,0,0,341
Aran's Bike Trip,7.0,6.67,2021,1,13,32,0,0,347
Blue Sheep,5.0,0.95,2016,1,31,1,0,0,341
Dreamlike Worlds,5.0,1.83,2017,1,8,1,0,0,341
Vreal,5.0,1.92,2018,1,31,1,0,0,341
Rex Nebular and the Cosmic Gender Bender,5.0,1.44,1992,1,2,18,0,0,3
Around the World in 80 Days,6.0,2.57,2004,1,8,1,0,0,3
White Pearl,6.0,2.68,2017,1,12,1,0,0,341
Phantom Trigger,5.0,1.54,2017,1,12,1,0,0,341
Sacred Almanac Traces of Greed,6.0,2.85,2016,1,31,43,0,0,3
Helium,5.0,1.16,2017,1,5,1,0,0,3
Traverser,6.0,2.48,2015,1,9,1,0,0,3
MMM: Murder Most Misfortunate,8.0,7.9,2017,1,31,17,0,0,341
Time Drifter,8.0,5.25,2018,1,31,1,0,0,341
Brut@l,6.0,2.39,2016,1,4,1,0,0,341
One Ping Only,8.0,10.19,2018,1,31,1,0,0,341
Corona Blossom Vol.1 Gift From the Galaxy,8.0,22.5,2016,1,31,42,0,0,141
